Time,Time Code,Country Name,Country Code,Control of Corruption: Estimate [CC.EST],Government Effectiveness: Estimate [GE.EST],Political Stability and Absence of Violence/Terrorism: Estimate [PV.EST],Rule of Law: Estimate [RL.EST],Voice and Accountability: Estimate [VA.EST]
1996,YR1996,"Congo, Rep.",COG,-0.860740303993225,-1.16929292678833,-1.22494494915009,-1.04381000995636,-0.827253401279449
1996,YR1996,Cook Islands,COK,..,..,..,..,..
1996,YR1996,Costa Rica,CRI,0.696142435073853,0.468430697917938,0.753051400184631,0.618176877498627,1.07736361026764
1996,YR1996,Cote d'Ivoire,CIV,-0.260566830635071,-0.260978221893311,0.0334169194102287,-0.785435140132904,-0.583225548267365
1996,YR1996,Croatia,HRV,-0.578690052032471,0.102206021547318,-0.0383590497076511,-0.63423216342926,-0.161426275968552
1996,YR1996,Cuba,CUB,0.289152532815933,-0.908112823963165,0.231270432472229,-1.13681089878082,-1.42548000812531
1996,YR1996,Cyprus,CYP,1.33128821849823,1.17166376113892,0.387751519680023,0.85732102394104,1.03575432300568
1996,YR1996,Czechia,CZE,0.683219373226166,0.62058299779892,1.14775800704956,0.915322721004486,1.03485572338104
1996,YR1996,Denmark,DNK,2.23130798339844,1.75904786586761,1.44196474552155,1.82080864906311,1.53897178173065
1996,YR1996,Djibouti,DJI,-0.719981253147125,-0.89330792427063,-0.339192003011703,-0.971613764762878,-0.882711172103882
1996,YR1996,Dominica,DMA,0.869897186756134,0.644922494888306,0.717076897621155,0.842415690422058,1.04229032993317
1996,YR1996,Dominican Republic,DOM,-0.422995418310165,-0.22323839366436,-0.0756602957844734,-0.522590637207031,0.0565150268375874
1996,YR1996,Ecuador,ECU,-0.684873819351196,-0.475311696529388,-0.770033240318298,-0.44970777630806,0.0132842948660254
1996,YR1996,"Egypt, Arab Rep.",EGY,-0.472254395484924,-0.473676085472107,-0.526031970977783,0.00126244104467332,-0.844184160232544
1996,YR1996,El Salvador,SLV,-0.865277528762817,-0.691500306129456,-0.215370371937752,-0.870225965976715,-0.102704912424088
1996,YR1996,Equatorial Guinea,GNQ,-1.26436936855316,-0.95840448141098,-0.131352260708809,-1.28321778774261,-1.52469968795776
1996,YR1996,Eritrea,ERI,0.505685269832611,-1.14967966079712,-0.936975657939911,-0.655131697654724,-1.36392831802368
1996,YR1996,Estonia,EST,0.449222981929779,0.611503779888153,0.767924547195435,0.574426710605621,0.926167070865631
1996,YR1996,Eswatini,SWZ,0.0373140871524811,-0.636936128139496,-0.206821382045746,-0.474024802446365,-1.32670652866364
1996,YR1996,Ethiopia,ETH,-0.9305459856987,-1.2075936794281,-1.05474293231964,-0.965788543224335,-1.08355009555817
1996,YR1996,Fiji,FJI,0.659302592277527,-0.124192699790001,0.830568552017212,0.323474794626236,0.152574241161346
1996,YR1996,Finland,FIN,2.20687246322632,1.72499644756317,1.41271877288818,1.90792155265808,1.517697930336
1996,YR1996,French Guiana,GUF,0.869897186756134,0.901294231414795,0.038409136235714,0.960634410381317,0.519981205463409
1996,YR1996,Gabon,GAB,-1.10237693786621,-0.199152007699013,0.125683024525642,-0.653052270412445,-0.321172207593918
1996,YR1996,"Gambia, The",GMB,-0.374195218086243,-0.619082868099213,0.559609055519104,0.0169812999665737,-1.2748167514801
1996,YR1996,Georgia,GEO,-1.52726411819458,-0.636936128139496,-1.57057857513428,-1.2563259601593,-0.331750810146332
1996,YR1996,Germany,DEU,1.90521681308746,1.7246767282486,1.28849947452545,1.60952925682068,1.32889533042908
1996,YR1996,Ghana,GHA,-0.339949548244476,-0.119933769106865,-0.234503835439682,-0.233578249812126,-0.207235246896744
1996,YR1996,Greece,GRC,0.338654190301895,0.837555170059204,0.553863883018494,1.05352365970612,1.00316429138184
1996,YR1996,Greenland,GRL,..,..,..,..,..
1996,YR1996,Grenada,GRD,0.869897186756134,0.644922494888306,0.91466349363327,0.425557196140289,0.614710569381714
1996,YR1996,Guam,GUM,..,..,..,..,..
1996,YR1996,Guatemala,GTM,-0.85694420337677,-0.454697042703629,-1.01341414451599,-1.12648820877075,-0.235270127654076
1996,YR1996,Guinea,GIN,-0.93994152545929,-1.16929292678833,-1.15093290805817,-1.44708013534546,-1.22957599163055
1996,YR1996,Guinea-Bissau,GNB,-1.19465482234955,-1.40964531898499,-1.54001665115356,-1.67290616035461,-0.972923278808594
1996,YR1996,Guyana,GUY,-0.140642017126083,-0.378730356693268,-0.266413539648056,-0.203850328922272,0.254009693861008
1996,YR1996,Haiti,HTI,-1.1732771396637,-0.998445451259613,-0.756698846817017,-1.3873907327652,-0.68902987241745
1996,YR1996,Honduras,HND,-1.07881093025208,-0.74391508102417,-0.470392346382141,-0.9293492436409,-0.222767293453217
1996,YR1996,"Hong Kong SAR, China",HKG,1.44489419460297,1.03622543811798,0.576565086841583,0.750565767288208,0.33362603187561
1996,YR1996,Hungary,HUN,0.666908204555511,0.863268733024597,1.00668895244598,0.910500645637512,1.0152370929718
1996,YR1996,Iceland,ISL,1.73311007022858,1.86076653003693,1.32520198822021,1.60150218009949,1.46238899230957
1996,YR1996,India,IND,-0.381090342998505,-0.111606687307358,-0.972584128379822,0.313456207513809,0.476563721895218
1996,YR1996,Indonesia,IDN,-0.864106297492981,-0.705335676670074,-1.13137912750244,-0.489870309829712,-0.923689842224121
1996,YR1996,"Iran, Islamic Rep.",IRN,-0.480606764554977,-0.600068271160126,-0.324623703956604,-0.940338909626007,-0.951336085796356
1996,YR1996,Iraq,IRQ,-1.60218346118927,-2.08864450454712,-1.81737661361694,-1.56301152706146,-1.95664024353027
1996,YR1996,Ireland,IRL,1.70890808105469,1.67031967639923,1.34345364570618,1.50104010105133,1.38243699073792
1996,YR1996,Israel,ISR,1.35400760173798,0.77417254447937,-1.15118622779846,1.27892601490021,0.704071819782257
1996,YR1996,Italy,ITA,0.407847583293915,0.840325474739075,1.11038541793823,1.05642402172089,1.12929081916809
1996,YR1996,Jamaica,JAM,0.187061369419098,0.13993801176548,0.110229268670082,-0.335017144680023,0.586983859539032
1996,YR1996,Japan,JPN,1.19231188297272,0.910290777683258,1.16188979148865,1.34782886505127,1.07292950153351
1996,YR1996,"Jersey, Channel Islands",JEY,..,..,..,..,..
1996,YR1996,Jordan,JOR,-0.0354074910283089,-0.0329142995178699,-0.0449785143136978,0.276932895183563,-0.238322094082832
1996,YR1996,Kazakhstan,KAZ,-1.13282036781311,-0.95840448141098,-0.367461204528809,-1.18653774261475,-0.964694976806641
1996,YR1996,Kenya,KEN,-1.15884947776794,-0.5208500623703,-0.656428635120392,-1.02158069610596,-0.652150869369507
1996,YR1996,Kiribati,KIR,..,..,..,0.809140563011169,1.15089750289917
1996,YR1996,"Korea, Dem. People's Rep.",PRK,-1.28434658050537,-1.89035034179688,-0.505626380443573,-1.15406012535095,-1.92411243915558
1996,YR1996,"Korea, Rep.",KOR,0.382197439670563,0.473718643188477,0.566771447658539,0.798747360706329,0.668098986148834
1996,YR1996,Kosovo,XKX,..,..,..,..,-1.69988143444061
1996,YR1996,Kuwait,KWT,0.478682190179825,0.115851625800133,0.170835971832275,0.598828971385956,-0.243808045983315
1996,YR1996,Kyrgyz Republic,KGZ,-0.993923425674438,-0.380564451217651,-0.17433962225914,-0.725473284721375,-0.787026464939117
1996,YR1996,Lao PDR,LAO,-0.722833931446075,-0.636936128139496,0.371830761432648,-1.0479496717453,-1.13253033161163
1996,YR1996,Latvia,LVA,-0.203338757157326,0.48545891046524,0.561403095722198,0.133667781949043,0.72334748506546
1996,YR1996,Lebanon,LBN,-0.659695029258728,-0.128497436642647,-0.668952643871307,-0.282953977584839,-0.328649967908859
1996,YR1996,Lesotho,LSO,0.0865449383854866,-0.124192699790001,0.232784986495972,0.0983566418290138,-0.48002901673317
1996,YR1996,Liberia,LBR,-1.50014114379883,-1.7195029258728,-2.43946290016174,-1.92797827720642,-1.43498563766479
1996,YR1996,Libya,LBY,-0.871937036514282,-0.884026408195496,-0.988058924674988,-1.18347084522247,-1.49730587005615
1996,YR1996,Liechtenstein,LIE,1.31814324855804,1.67040944099426,1.16952216625214,1.46770334243774,1.56321668624878
1996,YR1996,Lithuania,LTU,0.421002686023712,0.527473866939545,0.524631857872009,0.449879705905914,0.977103769779205
1996,YR1996,Luxembourg,LUX,1.95137453079224,1.95973467826843,1.38130235671997,1.70999908447266,1.54998731613159
1996,YR1996,"Macao SAR, China",MAC,0.421651005744934,0.388550758361816,0.264631718397141,0.211933627724648,0.299853712320328
1996,YR1996,Madagascar,MDG,-0.371093899011612,-0.448235422372818,0.217267140746117,-0.403521746397018,-0.117616765201092
1996,YR1996,Malawi,MWI,-0.316063106060028,-0.286933869123459,-0.456720739603043,-0.376664608716965,-0.088463768362999
1996,YR1996,Malaysia,MYS,0.383064538240433,0.53628271818161,0.57122015953064,0.521090984344482,-0.181069865822792
1996,YR1996,Maldives,MDV,-0.322940558195114,0.901294231414795,0.882181823253632,0.017489830031991,-0.660230457782745
1996,YR1996,Mali,MLI,-0.782561779022217,-0.998445451259613,0.365160435438156,-0.29691082239151,0.0121427616104484
1996,YR1996,Malta,MLT,0.478994995355606,0.927289664745331,1.32520198822021,1.05396950244904,1.16631174087524
1996,YR1996,Marshall Islands,MHL,..,..,..,-0.202153459191322,1.22604835033417
1996,YR1996,Martinique,MTQ,0.869897186756134,0.901294231414795,0.264631718397141,1.21020126342773,0.740108549594879
1996,YR1996,Mauritania,MRT,-0.555694162845612,-0.124192699790001,0.36849319934845,-0.503623306751251,-0.567770183086395
1996,YR1996,Mauritius,MUS,0.0346621312201023,0.202324584126472,1.08937561511993,0.8958460688591,0.85291451215744
1996,YR1996,Mexico,MEX,-0.512428641319275,0.225326701998711,-0.925459146499634,-0.726646363735199,-0.0423130206763744
1996,YR1996,"Micronesia, Fed. Sts.",FSM,..,..,..,0.809140563011169,1.11332213878632
1996,YR1996,Moldova,MDA,-0.437426507472992,-0.215465322136879,0.0112921837717295,-0.121130093932152,0.0183696802705526
1996,YR1996,Monaco,MCO,..,..,..,0.809140563011169,1.09829199314117
1996,YR1996,Mongolia,MNG,0.111758477985859,-0.378730356693268,0.747216463088989,0.201410368084908,0.423779755830765
1996,YR1996,Montenegro,MNE,..,..,..,..,..
1996,YR1996,Morocco,MAR,-0.106926992535591,-0.1044110506773,-0.209069982171059,0.221231311559677,-0.416846513748169
1996,YR1996,Mozambique,MOZ,-0.424003124237061,-0.144020169973373,-0.0499914959073067,-0.805689930915833,-0.281485259532928
1996,YR1996,Myanmar,MMR,-1.50076675415039,-1.2075936794281,-1.25880205631256,-1.58061397075653,-1.88991796970367
1996,YR1996,Namibia,NAM,0.808773279190063,0.431657552719116,0.854371190071106,0.251412272453308,0.496299713850021
1996,YR1996,Nauru,NRU,..,..,..,0.809140563011169,0.990575969219208
1996,YR1996,Nepal,NPL,-0.639208674430847,-0.380564451217651,-0.0711131766438484,-0.00617526052519679,-0.0641570091247559
1996,YR1996,Netherlands,NLD,2.0818977355957,1.94293475151062,1.52612578868866,1.69525694847107,1.55714535713196
1996,YR1996,Netherlands Antilles,ANT,..,..,..,..,..
1996,YR1996,New Zealand,NZL,2.11024570465088,1.77176654338837,1.34199249744415,1.85839378833771,1.62955820560455
1996,YR1996,Nicaragua,NIC,-0.564544379711151,-0.570219933986664,-0.517743170261383,-0.515926837921143,0.0533696189522743
1996,YR1996,Niger,NER,-0.86559009552002,-1.16929292678833,0.0261458475142717,-0.655014395713806,-1.50618171691895
1996,YR1996,Nigeria,NGA,-1.18900859355927,-0.923635601997375,-1.05690824985504,-1.28972291946411,-1.55370151996613
1996,YR1996,Niue,NIU,..,..,..,..,..
1996,YR1996,North Macedonia,MKD,-0.613846182823181,-0.640733182430267,-0.480376541614532,-0.307622253894806,-0.387256860733032
1996,YR1996,Norway,NOR,2.13895487785339,1.95087599754333,1.45682156085968,1.92331528663635,1.56270956993103
1996,YR1996,Oman,OMN,0.414642155170441,0.439418911933899,0.873983323574066,0.550159752368927,-0.713683128356934
1996,YR1996,Pakistan,PAK,-1.22003042697906,-0.624154627323151,-1.12732779979706,-0.625289618968964,-0.596835911273956
1996,YR1996,Palau,PLW,..,..,..,0.809140563011169,1.09829199314117
1996,YR1996,Panama,PAN,-0.201105654239655,0.22357851266861,0.123815298080444,-0.16697995364666,0.130637660622597
1996,YR1996,Papua New Guinea,PNG,-0.433467239141464,-0.340196430683136,-0.775006890296936,-0.616937637329102,0.0781566128134727
1996,YR1996,Paraguay,PRY,-1.16601467132568,-0.909467279911041,-0.459796816110611,-0.663562595844269,-0.122391536831856
1996,YR1996,Peru,PER,-0.398885548114777,0.0341111831367016,-1.06168437004089,-0.696724593639374,-0.529502689838409
1996,YR1996,Philippines,PHL,-0.358871847391129,-0.313254147768021,-0.481185793876648,0.0745114460587502,0.257727921009064
1996,YR1996,Poland,POL,0.707913815975189,0.681182622909546,0.83064466714859,0.767495036125183,1.04270124435425
1996,YR1996,Portugal,PRT,1.37154483795166,1.27418982982635,1.28603911399841,1.2862948179245,1.49763286113739
1996,YR1996,Puerto Rico,PRI,0.421651005744934,1.15766596794128,0.264631718397141,0.960634410381317,1.10043299198151
1996,YR1996,Qatar,QAT,-0.0455957651138306,0.556376993656158,0.361694604158401,-0.0355938076972961,-0.710006773471832
1996,YR1996,Reunion,REU,..,..,..,..,..
1996,YR1996,Romania,ROU,-0.446042686700821,-0.286933869123459,0.597966730594635,-0.0219424981623888,0.286023378372192
1996,YR1996,Russian Federation,RUS,-1.05334162712097,-0.452226608991623,-1.17785394191742,-0.794187605381012,-0.219651892781258
1996,YR1996,Rwanda,RWA,-0.745139956474304,-1.14967966079712,-1.8453323841095,-1.50215232372284,-1.57920348644257
1996,YR1996,Samoa,WSM,-0.0265951305627823,0.388550758361816,1.32178819179535,0.94790905714035,0.736145615577698
1996,YR1996,San Marino,SMR,..,..,..,0.809140563011169,1.28616893291473
1996,YR1996,Sao Tome and Principe,STP,0.401667177677155,-0.380564451217651,1.05037176609039,0.268791258335114,0.325054943561554
1996,YR1996,Saudi Arabia,SAU,-0.163303330540657,-0.183629289269447,-0.189457833766937,0.114562630653381,-1.49902832508087
1996,YR1996,Senegal,SEN,-0.142714694142342,0.0762425139546394,-0.601866662502289,-0.181543231010437,0.108496256172657
1996,YR1996,Serbia,SRB,-1.14007151126862,-1.06467998027802,-1.03471982479095,-1.26249313354492,-1.21580410003662
1996,YR1996,Seychelles,SYC,0.545951545238495,0.644922494888306,1.05037176609039,0.59960013628006,0.122146733105183
1996,YR1996,Sierra Leone,SLE,-0.756474375724792,-1.40964531898499,-1.69709753990173,-1.38199138641357,-0.587721765041351
1996,YR1996,Singapore,SGP,2.10743379592896,1.99304711818695,1.115647315979,1.23934519290924,0.139815583825111
1996,YR1996,Slovak Republic,SVK,0.21805427968502,0.459862679243088,0.878931701183319,0.159563526511192,0.644221544265747
1996,YR1996,Slovenia,SVN,1.11418783664703,0.887160181999207,1.31172633171082,1.06872296333313,1.27535271644592
1996,YR1996,Solomon Islands,SLB,0.340782076120377,..,1.03555142879486,0.739518105983734,0.807382106781006
1996,YR1996,Somalia,SOM,-1.27383208274841,-1.95985543727875,-2.50936651229858,-2.14465737342834,-1.8921879529953
1996,YR1996,South Africa,ZAF,0.73292738199234,1.02049589157104,-0.379187554121017,0.0879291966557503,0.841138541698456
1996,YR1996,South Sudan,SSD,..,..,..,..,..
1996,YR1996,Spain,ESP,1.12921118736267,1.62002718448639,0.17475751042366,1.43508553504944,1.31952691078186
1996,YR1996,Sri Lanka,LKA,-0.0565393306314945,-0.183629289269447,-1.77829897403717,0.161260232329369,-0.269144207239151
1996,YR1996,St. Kitts and Nevis,KNA,..,..,..,0.809140563011169,1.02564632892609
1996,YR1996,St. Lucia,LCA,..,..,1.03555142879486,0.809140563011169,1.06322169303894
1996,YR1996,St. Vincent and the Grenadines,VCT,..,..,1.03555142879486,0.809140563011169,1.04067647457123
1996,YR1996,Sudan,SDN,-1.24000644683838,-0.987331032752991,-2.47953200340271,-1.70883572101593,-1.85870087146759
1996,YR1996,Suriname,SUR,0.185647144913673,-0.68858790397644,0.440209209918976,-0.0809926018118858,-0.0914219319820404
1996,YR1996,Sweden,SWE,2.17398619651794,1.92191684246063,1.45682156085968,1.79586124420166,1.51839065551758
1996,YR1996,Switzerland,CHE,1.98697578907013,1.75708055496216,1.45682156085968,1.93155193328857,1.42448508739471
1996,YR1996,Syrian Arab Republic,SYR,-0.881176233291626,-0.80480819940567,-0.347959876060486,-0.546156048774719,-1.40375399589539
1996,YR1996,"Taiwan, China",TWN,0.58082103729248,0.553475260734558,1.056969165802,0.759700000286102,0.672523856163025
1996,YR1996,Tajikistan,TJK,-1.27303266525269,-1.40605127811432,-2.11674880981445,-1.64815735816956,-1.64583265781403
1996,YR1996,Tanzania,TZA,-0.702762424945831,-0.687850117683411,-0.626190364360809,-0.186238184571266,-0.641581654548645
1996,YR1996,Thailand,THA,-0.361192047595978,0.180224552750587,0.466799110174179,0.539628803730011,0.310659021139145
1996,YR1996,Timor-Leste,TLS,..,..,..,-1.56857550144196,-1.72341060638428
1996,YR1996,Togo,TGO,-0.84262079000473,-0.68858790397644,-0.376152634620667,-0.731249630451202,-0.986241638660431
1996,YR1996,Tonga,TON,..,..,..,0.809140563011169,0.226543545722961
1996,YR1996,Trinidad and Tobago,TTO,0.901226282119751,-0.1044110506773,0.273877173662186,0.53429514169693,0.687231183052063
1996,YR1996,Tunisia,TUN,-0.533678114414215,0.375723421573639,0.262547045946121,-0.303403049707413,-0.599355578422546
1996,YR1996,Turkiye,TUR,-0.148073524236679,-0.076127216219902,-1.25874590873718,-0.138794779777527,-0.129760310053825
1996,YR1996,Turkmenistan,TKM,-1.02149343490601,-1.14967966079712,0.449250608682632,-1.48739111423492,-1.57728278636932
1996,YR1996,Tuvalu,TUV,..,..,..,0.809140563011169,1.28616893291473
1996,YR1996,Uganda,UGA,-0.723757088184357,-0.687850117683411,-1.53094363212585,-0.580390334129334,-0.891807198524475
1996,YR1996,Ukraine,UKR,-1.11013698577881,-0.670080244541168,-0.152148813009262,-0.823546648025513,-0.324850231409073
1996,YR1996,United Arab Emirates,ARE,-0.00557905901223421,0.776639640331268,0.964015007019043,0.688413977622986,-0.409403622150421
1996,YR1996,United Kingdom,GBR,1.9805189371109,1.88219606876373,0.981364369392395,1.62873435020447,1.2723194360733
1996,YR1996,United States,USA,1.57104122638702,1.52492046356201,0.935005784034729,1.5002189874649,1.34866082668304
1996,YR1996,Uruguay,URY,1.12499630451202,0.58460944890976,0.623442530632019,0.561770856380463,0.829836368560791
1996,YR1996,Uzbekistan,UZB,-1.1288206577301,-1.20064342021942,-0.54373174905777,-1.23917865753174,-1.60037040710449
1996,YR1996,Vanuatu,VUT,0.216309443116188,..,1.03555142879486,0.323560953140259,0.628802180290222
1996,YR1996,"Venezuela, RB",VEN,-0.862947106361389,-0.540713310241699,-0.584048211574554,-0.75019758939743,-0.093646302819252
1996,YR1996,Vietnam,VNM,-0.489798933267593,-0.58087569475174,0.525695502758026,-0.48242661356926,-1.08749449253082
1996,YR1996,Virgin Islands (U.S.),VIR,..,..,..,..,..
1996,YR1996,West Bank and Gaza,PSE,0.0414915084838867,-1.14967966079712,-1.40572607517242,-0.0396595969796181,-0.758760750293732
1996,YR1996,"Yemen, Rep.",YEM,-0.743732213973999,-0.624154627323151,-1.31153786182404,-1.37976360321045,-0.681765139102936
1996,YR1996,Zambia,ZMB,-0.840640664100647,-1.12837553024292,-0.159948900341988,-0.531715393066406,-0.334019482135773
1996,YR1996,Zimbabwe,ZWE,-0.27884715795517,-0.318770557641983,-0.466122418642044,-0.814238488674164,-0.611550152301788
2005,YR2005,France,FRA,1.3575382232666,1.66645479202271,0.399723917245865,1.40783047676086,1.476771235466
2005,YR2005,Afghanistan,AFG,-1.44725239276886,-1.2288156747818,-2.06750988960266,-1.66296553611755,-1.12542963027954
2005,YR2005,Albania,ALB,-0.813263893127441,-0.696387231349945,-0.505047976970673,-0.763833165168762,0.0036717876791954
2005,YR2005,Algeria,DZA,-0.466420471668243,-0.446233421564102,-0.913666009902954,-0.773644506931305,-0.715685963630676
2005,YR2005,American Samoa,ASM,0.789309144020081,0.224700346589088,0.746284067630768,1.10941541194916,0.654332458972931
2005,YR2005,Andorra,AND,1.26966309547424,1.28759801387787,1.38492727279663,0.966194272041321,1.52818155288696
2005,YR2005,Angola,AGO,-1.32318198680878,-1.1102192401886,-0.885178327560425,-1.46479499340057,-1.23471939563751
2005,YR2005,Anguilla,AIA,1.26966309547424,1.55332243442535,1.18966603279114,1.63336908817291,0.903781235218048
2005,YR2005,Antigua and Barbuda,ATG,0.742446184158325,0.447557687759399,0.830512523651123,0.659244239330292,0.533180177211761
2005,YR2005,Argentina,ARG,-0.377738356590271,-0.0979790613055229,-0.0417749434709549,-0.557991087436676,0.269231617450714
2005,YR2005,Armenia,ARM,-0.683349847793579,-0.142497807741165,-0.0663353949785233,-0.388776749372482,-0.591363310813904
2005,YR2005,Aruba,ABW,1.26966309547424,1.28759801387787,1.37641596794128,0.847438395023346,1.15323007106781
2005,YR2005,Australia,AUS,1.94266772270203,1.74618124961853,0.8917076587677,1.71280241012573,1.50705575942993
2005,YR2005,Austria,AUT,1.91242349147797,1.67952907085419,1.10395002365112,1.84724950790405,1.37865650653839
2005,YR2005,Azerbaijan,AZE,-1.05252146720886,-0.741808712482452,-1.12481939792633,-0.792612433433533,-1.12416350841522
2005,YR2005,"Bahamas, The",BHS,1.32878684997559,1.20563590526581,0.93814343214035,1.3669136762619,0.942519128322601
2005,YR2005,Bahrain,BHR,0.383150041103363,0.377598911523819,0.0141627388074994,0.597055912017822,-0.743174850940704
2005,YR2005,Bangladesh,BGD,-1.40646660327911,-0.918954312801361,-1.86383938789368,-0.978551864624023,-0.569969236850739
2005,YR2005,Barbados,BRB,1.41058766841888,1.29056811332703,1.11291885375977,1.33475089073181,0.949198722839355
2005,YR2005,Belarus,BLR,-0.72323077917099,-1.13566422462463,0.360231071710587,-1.15578401088715,-1.76681733131409
2005,YR2005,Belgium,BEL,1.37716245651245,1.70650970935822,0.79377418756485,1.25764083862305,1.42076218128204
2005,YR2005,Belize,BLZ,-0.201737865805626,0.149592906236649,0.104911744594574,-0.0485887080430985,0.688429117202759
